date,strategy,qqq_bh,tqqq_bh,spy_bh,gld_bh,blend_6040,spxl_strategy,spxl_bh
2010-03-23,69118.63308722053,58453.10692826183,70778.76681417815,57638.758953665696,53536.323443108384,56015.65827936826,71146.26945973607,68414.47335879183
2010-03-24,68233.60768234011,58174.47287133228,69771.96327398218,57358.933556149415,52537.95569992269,55739.41019968922,69893.00479238156,67335.52372419942
2010-03-25,67858.3863643763,58089.66865530481,69335.07269239715,57265.65009357339,52775.18988191346,55628.25498909051,69408.33085189087,66915.33924019667
2010-03-26,68211.21664682835,58150.24081337152,69696.11818479486,57231.29854844453,53669.76719913202,55642.4043184909,69514.22291488605,66983.48562316757
2010-03-29,69648.99990847723,58928.87487030107,71152.10170392432,58094.57625921798,54248.84777364183,56335.83677478114,71316.96350711136,68619.18195555844
2010-03-30,70338.50464635625,59124.38487364396,71898.14117120835,58134.20191653307,53859.75319854572,56367.87043032075,71826.05909158905,68790.78754459666
2010-03-31,69496.81257229106,58843.36105995603,70929.04370259825,57936.129085712135,54348.61424720858,56261.415375944256,71666.87210798304,68092.91805382079
2010-04-01,69394.35342626467,58843.36105995603,70788.74676787564,58332.27474735401,55002.097208365885,56491.00982728866,73306.77170464872,69580.18339720313
2010-04-05,71817.37251383498,59893.17555118733,73335.40391732474,59307.63139216823,55816.36502536343,57143.78104299217,75804.06100752996,71956.39774200051
2010-04-06,72330.07935269583,60065.67004037876,73894.05199207888,59447.44953180949,55886.83357148081,57254.817578762915,76449.9226258376,72509.3693403523
2010-04-07,71991.95536732906,59917.82613087525,73476.6639615187,59107.89990861669,56621.72258116755,57142.99417915984,74991.1572971852,71253.64506712338
2010-04-08,72185.45704623334,60053.35558119371,73739.96136825251,59312.62925512341,56702.260256871836,57244.966269150085,75668.83723429969,71921.83792906819
2010-04-09,73403.50947974823,60410.669849420534,75068.73793301523,59702.167676459954,57200.57464448693,57501.66085906151,77470.58193539802,73269.71440773265
2010-04-12,74253.60335507547,60959.93851681964,75870.49616158693,60297.03555528055,57383.466186958736,58108.70888838665,78783.6874664124,74276.62084694265
2010-04-13,75283.19912659745,61270.548016299406,77014.51563727969,60342.36679984355,57220.97887326373,58171.77156600854,78946.96452558314,74392.57891880635
2010-04-14,77631.12928497387,62003.50278612669,79728.6714214495,61027.23669762608,57393.619949188294,58557.39024609969,81872.81158154385,76897.87410531066
2010-04-15,78550.69149175723,62276.814247549504,80795.04110819662,61077.59734174985,57708.44081434874,58627.65758043164,82614.02232648927,77187.83171884657
